Device_ID,Device_Type,Purchase_Date,Age,Manufacturer,Model,Country,Maintenance_Cost,Downtime,Maintenance_Frequency,Failure_Event_Count,Maintenance_Class,Maintenance_Report
MD01053,CT Scanner,2023-11-17,2,RescueTech,Model-200,UK,5169.68471821814,7.31124127197201,2,2,1,Component system reset after detecting software crash; functionality restored. minor issue minor issue
MD05486,X-Ray Machine,2013-12-20,12,RescueTech,Model-600,France,3541.581554445575,28.89755001944309,2,4,3,Routine check completed; overheating observed during diagnostics. reboot failed sensor replacement
MD05005,X-Ray Machine,2014-02-08,11,ScanPro,Model-150,Japan,9734.882919564974,15.70562805217988,1,0,3,Routine check completed; battery wear observed during diagnostics. reboot failed critical failure
MD01655,PET Scanner,2018-07-14,7,CardioSync,Model-600,Italy,7658.270298990846,5.705040805337188,4,2,1,Component recalibration after detecting overheating; functionality restored. log cleaned system check passed
MD05484,PET Scanner,2018-07-01,7,RescueTech,Model-550,France,7421.41764822186,18.275744598280983,4,4,3,System performance degraded due to overheating; mitigation via system reset. reboot failed critical failure
MD05080,MRI Scanner,2017-04-24,8,MedEquip,Model-400,USA,7927.801592658427,11.76929601159505,4,2,3,Routine check completed; overheating observed during diagnostics. critical failure system crash
MD00975,MRI Scanner,2016-10-04,9,RescueTech,Model-500,France,2463.033698788397,8.975744447326004,2,2,2,Component recalibration after detecting circuit failure; functionality restored. driver update performance warning
MD02797,X-Ray Machine,2019-03-31,6,ScanPro,Model-650,France,2882.862502036917,3.9346637020162833,4,2,1,abnormal sound caused operational delay; firmware update initiated. quick fix temporary glitch
MD00742,CT Scanner,2019-04-16,6,RescueTech,Model-300,Japan,6654.434981621391,6.746858931983302,1,0,1,Component replacement after detecting software crash; functionality restored. minor issue routine reset
MD00601,MRI Scanner,2016-01-30,9,MedEquip,Model-100,France,1774.119127349177,5.441133810642432,5,3,1,System performance degraded due to data lag; mitigation via firmware update. software reset quick fix
MD03409,Infusion Pump,2018-12-24,7,MedEquip,Model-350,USA,10958.584302637688,14.45322879909296,3,2,3,System performance degraded due to overheating; mitigation via software patch. sensor replaced urgent inspection needed
MD03345,MRI Scanner,2014-03-12,11,CardioSync,Model-550,USA,1906.9127715635343,2.5470979975345878,2,2,1,System performance degraded due to sensor misalignment; mitigation via inspection. log cleaned routine reset
MD02521,Infusion Pump,2021-04-25,4,UltraMed,Model-650,Japan,24994.32227066285,5.274756241169655,4,2,3,System performance degraded due to voltage spike; mitigation via software patch. data loss critical malfunction
MD01878,PET Scanner,2017-04-15,8,CardioSync,Model-150,UK,17035.433932852604,17.335361140012925,3,2,3,battery wear caused operational delay; component upgrade initiated. sensor replaced critical failure
MD03303,Defibrillator,2021-06-10,4,CardioSync,Model-650,Japan,6802.125817615258,13.9884870879933,1,2,2,System performance degraded due to circuit failure; mitigation via replacement. component issue component review
MD00814,Defibrillator,2018-04-06,7,CardioSync,Model-350,USA,30779.08677938704,30.17355080247722,5,6,3,System performance degraded due to overheating; mitigation via component upgrade. data loss urgent inspection needed
MD00661,Infusion Pump,2018-04-19,7,MedEquip,Model-200,USA,6264.201778529842,8.508506917108845,4,0,1,Routine check completed; sensor misalignment observed during diagnostics. log cleaned routine reset
MD02364,Defibrillator,2014-04-11,11,ScanPro,Model-500,Italy,5329.117046579348,5.269318337110122,4,1,1,voltage spike caused operational delay; recalibration initiated. software reset temporary glitch
MD01524,MRI Scanner,2024-01-21,1,CardioSync,Model-500,UK,9149.45280969691,5.786600294150022,1,2,2,System performance degraded due to abnormal sound; mitigation via system reset. driver update device required inspection
MD04135,CT Scanner,2021-04-25,4,MedEquip,Model-550,Japan,4972.048157626575,5.630839543035777,1,2,1,System performance degraded due to circuit failure; mitigation via software patch. quick fix routine reset
MD00232,Defibrillator,2016-07-31,9,ScanPro,Model-500,USA,3318.900741574842,7.990513042262322,3,0,1,Routine check completed; battery wear observed during diagnostics. quick fix low priority fault
MD00488,PET Scanner,2016-12-15,9,ScanPro,Model-650,USA,10456.154143415475,4.033510317342419,5,3,2,System performance degraded due to battery wear; mitigation via component upgrade. moderate delay average severity report
MD02105,CT Scanner,2021-09-22,4,MedEquip,Model-100,USA,7710.975534511189,21.783132952425916,3,1,3,System performance degraded due to voltage spike; mitigation via recalibration. sensor replaced critical failure
MD04768,MRI Scanner,2019-12-14,6,ImagingTech,Model-500,Italy,18783.71599412469,2.99141317796335,3,2,2,data lag caused operational delay; component upgrade initiated. component issue driver update applied
MD02679,CT Scanner,2018-08-05,7,MedEquip,Model-400,USA,8052.374111382198,2.48804745021947,5,5,1,software crash caused operational delay; recalibration initiated. software reset temporary glitch
MD03570,PET Scanner,2019-05-31,6,CardioSync,Model-150,Italy,5930.858851694639,9.462793602674454,5,2,2,battery wear caused operational delay; system reset initiated. driver update non-critical warning
MD01530,PET Scanner,2019-08-04,6,ImagingTech,Model-150,USA,12832.075133498878,3.58965077342078,5,2,2,overheating caused operational delay; inspection initiated. component issue performance warning
MD05037,Infusion Pump,2017-06-14,8,RescueTech,Model-450,France,13300.24867974622,17.777955553100544,3,3,3,System performance degraded due to abnormal sound; mitigation via system reset. data loss urgent inspection needed
MD00423,MRI Scanner,2024-03-07,1,ScanPro,Model-200,USA,11091.309024647931,16.54085137429771,2,2,2,System performance degraded due to voltage spike; mitigation via replacement. moderate delay component review
MD03156,Infusion Pump,2013-10-11,12,ImagingTech,Model-200,UK,13395.060870982144,21.46979273084017,4,3,3,abnormal sound caused operational delay; system reset initiated. critical failure critical malfunction
MD00883,CT Scanner,2019-12-13,6,MedEquip,Model-150,UK,4760.641695902393,8.081895884988059,2,0,2,Routine check completed; circuit failure observed during diagnostics. moderate delay driver update applied
MD01979,PET Scanner,2013-05-30,12,RescueTech,Model-350,France,7770.068947643463,10.158963662105103,2,2,2,data lag caused operational delay; system reset initiated. driver update component review
MD00045,Defibrillator,2019-11-19,6,RescueTech,Model-150,UK,2839.2172294226048,12.24361835610578,1,2,2,System performance degraded due to data lag; mitigation via software patch. moderate delay driver update applied
MD01785,CT Scanner,2023-06-15,2,ScanPro,Model-250,UK,1685.829986884375,8.337412458606472,2,2,1,Routine check completed; software crash observed during diagnostics. quick fix minor issue
MD02131,X-Ray Machine,2013-09-25,12,UltraMed,Model-150,Canada,13817.92714913786,11.972685055726568,3,4,2,System performance degraded due to abnormal sound; mitigation via recalibration. moderate delay moderate delay
MD01609,PET Scanner,2020-07-12,5,ScanPro,Model-450,Italy,3317.087524143757,2.4732394143240177,1,0,1,data lag caused operational delay; software patch initiated. minor issue routine reset
MD04934,PET Scanner,2022-05-18,3,CardioSync,Model-200,Canada,6665.443385567374,10.849544305459434,3,4,2,Routine check completed; software crash observed during diagnostics. driver update non-critical warning
MD02467,CT Scanner,2023-08-24,2,UltraMed,Model-100,USA,16464.051582050048,9.662510083997796,4,2,2,Component recalibration after detecting abnormal sound; functionality restored. reviewed logs device required inspection
MD02264,X-Ray Machine,2023-12-17,2,MedEquip,Model-450,Canada,14825.268382590322,3.937304396076871,5,1,3,Routine check completed; overheating observed during diagnostics. data loss urgent inspection needed
MD02440,CT Scanner,2016-05-21,9,UltraMed,Model-300,Japan,5384.614697677377,4.773730014810808,2,0,1,Routine check completed; voltage spike observed during diagnostics. software reset stable condition
MD00105,CT Scanner,2015-08-30,10,ImagingTech,Model-350,France,7765.854277192822,2.646463951442576,4,2,2,Component component upgrade after detecting software crash; functionality restored. driver update performance warning
MD02363,CT Scanner,2017-08-05,8,MedEquip,Model-250,Italy,11266.011774084973,16.468448467020593,1,3,2,System performance degraded due to data lag; mitigation via system reset. moderate delay performance warning
MD05361,Infusion Pump,2015-07-12,10,CardioSync,Model-600,UK,12670.462395968649,10.417790068763022,3,2,2,Routine check completed; data lag observed during diagnostics. driver update average severity report
MD04340,Defibrillator,2019-08-21,6,ImagingTech,Model-600,Canada,1212.732132758869,8.298037676029027,1,1,1,System performance degraded due to voltage spike; mitigation via replacement. log cleaned system check passed
MD04834,PET Scanner,2022-10-27,3,RescueTech,Model-550,Japan,3354.344398707755,4.450873296174763,2,2,1,System performance degraded due to data lag; mitigation via software patch. software reset routine reset
MD04992,PET Scanner,2021-08-13,4,RescueTech,Model-350,France,9450.1313256497,4.8054184208451245,1,0,1,Routine check completed; overheating observed during diagnostics. software reset low priority fault
MD01881,MRI Scanner,2019-08-17,6,MedEquip,Model-250,USA,6281.162783225938,12.26927290107928,5,0,3,System performance degraded due to voltage spike; mitigation via recalibration. sensor replaced urgent inspection needed
MD03234,X-Ray Machine,2022-10-25,3,ScanPro,Model-550,Japan,13826.07133968278,13.174383952429707,3,3,2,battery wear caused operational delay; inspection initiated. reviewed logs driver update applied
MD01826,CT Scanner,2013-07-20,12,ScanPro,Model-500,USA,9284.193219228278,7.044972677580383,4,1,2,System performance degraded due to battery wear; mitigation via system reset. reviewed logs average severity report
MD04381,MRI Scanner,2022-10-14,3,ImagingTech,Model-550,Canada,4941.667376128099,11.126390390611748,3,2,2,Component component upgrade after detecting battery wear; functionality restored. reviewed logs driver update applied
MD04955,MRI Scanner,2017-09-29,8,MedEquip,Model-200,Italy,20443.5960004066,25.060473390061198,3,1,3,overheating caused operational delay; replacement initiated. sensor replaced critical malfunction
MD04069,PET Scanner,2022-04-17,3,MedEquip,Model-100,Canada,9784.745649576747,10.964654333649886,3,0,2,Routine check completed; voltage spike observed during diagnostics. moderate delay performance warning
MD03627,PET Scanner,2020-07-21,5,RescueTech,Model-450,Italy,6572.822344561813,9.366999490006412,1,1,2,Routine check completed; software crash observed during diagnostics. driver update average severity report
MD03149,Defibrillator,2020-04-10,5,CardioSync,Model-400,Canada,17328.753817078934,21.428529939240967,2,1,3,System performance degraded due to sensor misalignment; mitigation via replacement. sensor replaced critical failure
MD03709,CT Scanner,2018-03-15,7,ImagingTech,Model-250,France,12132.9635510483,11.23164760948096,4,2,2,Component software patch after detecting battery wear; functionality restored. component issue component review
MD04210,CT Scanner,2021-12-13,4,ImagingTech,Model-250,USA,3208.7673996242497,12.418105871435513,3,2,3,Component system reset after detecting data lag; functionality restored. data loss hardware fault
MD02702,X-Ray Machine,2018-07-03,7,RescueTech,Model-600,UK,5757.591933275862,13.132439253789444,1,0,2,System performance degraded due to voltage spike; mitigation via software patch. driver update driver update applied
MD03036,Infusion Pump,2023-07-20,2,CardioSync,Model-400,France,7041.631209764064,12.918881667869378,3,0,2,Component replacement after detecting voltage spike; functionality restored. driver update non-critical warning
MD00026,Infusion Pump,2021-10-13,4,MedEquip,Model-450,Italy,4482.218887030519,5.524662597339493,5,0,1,System performance degraded due to data lag; mitigation via component upgrade. quick fix minor issue
MD03524,Defibrillator,2017-05-25,8,ScanPro,Model-500,Italy,15605.866675699068,12.793685075444394,5,1,3,System performance degraded due to data lag; mitigation via component upgrade. data loss emergency shutdown
MD01456,CT Scanner,2019-03-31,6,CardioSync,Model-650,Japan,27196.870403680776,13.556390230451562,1,4,3,overheating caused operational delay; component upgrade initiated. reboot failed urgent inspection needed
MD00889,Defibrillator,2017-01-13,8,ImagingTech,Model-500,UK,-396.71017014249793,1.9150761298572685,2,2,1,Routine check completed; voltage spike observed during diagnostics. quick fix minor issue
MD02990,Defibrillator,2016-01-07,9,ImagingTech,Model-450,UK,23091.186031296253,14.327911217772202,3,2,3,Component replacement after detecting circuit failure; functionality restored. sensor replaced system crash
MD04654,MRI Scanner,2017-03-22,8,ImagingTech,Model-200,Japan,7510.180966861603,15.499539460609778,2,3,2,System performance degraded due to sensor misalignment; mitigation via inspection. component issue device required inspection
MD05086,Infusion Pump,2023-04-01,2,ScanPro,Model-600,Japan,11904.34590730866,9.85704016832976,1,0,3,System performance degraded due to battery wear; mitigation via system reset. reboot failed critical malfunction
MD01916,X-Ray Machine,2021-05-26,4,RescueTech,Model-450,USA,-111.6331604872264,7.82692289720512,3,1,1,System performance degraded due to sensor misalignment; mitigation via component upgrade. log cleaned routine reset
MD00492,Defibrillator,2017-08-02,8,RescueTech,Model-200,Italy,17643.49537131858,3.0357945648481457,1,3,2,voltage spike caused operational delay; component upgrade initiated. component issue performance warning
MD02858,Defibrillator,2014-12-08,11,RescueTech,Model-500,Japan,19683.17437797541,28.80223920558123,2,1,3,Routine check completed; sensor misalignment observed during diagnostics. data loss system crash
MD05092,Defibrillator,2023-08-28,2,ImagingTech,Model-550,France,5025.340970735366,10.090816153558125,5,1,1,overheating caused operational delay; component upgrade initiated. software reset minor issue
MD00761,Defibrillator,2017-03-26,8,ImagingTech,Model-300,UK,10109.748022727998,12.05742856135232,1,0,2,Routine check completed; circuit failure observed during diagnostics. reviewed logs component review
MD04937,Infusion Pump,2016-11-10,9,ImagingTech,Model-150,USA,11729.143164402183,21.995842580060707,2,2,3,System performance degraded due to abnormal sound; mitigation via software patch. sensor replaced system crash
MD02434,X-Ray Machine,2015-06-29,10,RescueTech,Model-550,UK,3779.866472031624,3.1550382797314684,4,2,2,System performance degraded due to battery wear; mitigation via firmware update. driver update moderate delay
MD00952,X-Ray Machine,2017-09-02,8,CardioSync,Model-650,Japan,7427.820661981422,8.558655866027241,2,2,2,Component system reset after detecting circuit failure; functionality restored. driver update moderate delay
MD04459,Infusion Pump,2014-09-29,11,MedEquip,Model-650,Canada,3765.645702603775,14.876564051069396,4,1,2,circuit failure caused operational delay; inspection initiated. reviewed logs non-critical warning
MD00246,Infusion Pump,2021-07-21,4,UltraMed,Model-450,USA,4394.074654225857,4.798559690038534,3,2,1,sensor misalignment caused operational delay; replacement initiated. minor issue minor issue
MD04472,Defibrillator,2023-07-01,2,CardioSync,Model-100,Japan,18819.91381793349,15.831360507514797,5,2,3,Component firmware update after detecting battery wear; functionality restored. reboot failed high priority failure
MD03103,X-Ray Machine,2016-07-04,9,CardioSync,Model-250,Italy,4785.966388547969,2.7982000107561005,1,1,1,Component system reset after detecting software crash; functionality restored. minor issue log file cleared
MD04061,X-Ray Machine,2013-10-21,12,MedEquip,Model-250,France,4138.054881390629,4.510190927620458,4,1,1,abnormal sound caused operational delay; replacement initiated. software reset log file cleared
MD01697,MRI Scanner,2023-08-17,2,RescueTech,Model-650,France,5175.152723153636,10.72265573586079,3,2,1,software crash caused operational delay; inspection initiated. quick fix low priority fault
MD00228,CT Scanner,2020-04-26,5,ScanPro,Model-600,USA,9859.210571226757,15.90544225043298,1,1,3,Routine check completed; data lag observed during diagnostics. sensor replaced hardware fault
MD02409,X-Ray Machine,2019-07-26,6,CardioSync,Model-600,France,12468.0994019604,8.886896298297149,3,0,2,Component system reset after detecting voltage spike; functionality restored. reviewed logs average severity report
MD04074,MRI Scanner,2014-02-04,11,RescueTech,Model-100,France,6160.85120943966,2.370811882684572,2,1,2,System performance degraded due to data lag; mitigation via replacement. component issue component review
MD01731,PET Scanner,2023-04-05,2,MedEquip,Model-200,France,6313.657049610482,3.3921181897633623,2,0,2,Routine check completed; voltage spike observed during diagnostics. driver update moderate delay
MD04591,MRI Scanner,2023-06-06,2,UltraMed,Model-550,USA,7452.167629872092,6.572281087338125,3,3,2,System performance degraded due to voltage spike; mitigation via inspection. driver update component review
MD02974,MRI Scanner,2019-10-20,6,RescueTech,Model-150,Italy,10324.99291491856,13.723112671783522,3,1,2,Component component upgrade after detecting abnormal sound; functionality restored. driver update device required inspection
MD04127,CT Scanner,2022-04-05,3,RescueTech,Model-550,Japan,5613.34733486696,10.63001911498749,1,1,1,sensor misalignment caused operational delay; replacement initiated. log cleaned system check passed
MD03245,CT Scanner,2016-09-02,9,MedEquip,Model-350,France,2498.696870221376,2.203298891797645,5,2,1,Component recalibration after detecting sensor misalignment; functionality restored. software reset system check passed
MD04522,X-Ray Machine,2017-07-03,8,CardioSync,Model-500,Italy,6726.395999000427,6.940969072604312,4,4,2,Component firmware update after detecting data lag; functionality restored. moderate delay device required inspection
MD03885,Defibrillator,2023-11-18,2,MedEquip,Model-150,Japan,-234.8255915868486,4.062803254188524,3,1,1,System performance degraded due to circuit failure; mitigation via software patch. quick fix system check passed
MD04842,X-Ray Machine,2014-10-01,11,MedEquip,Model-500,USA,1379.5114773785006,15.423100250590547,3,1,2,overheating caused operational delay; system reset initiated. reviewed logs average severity report
MD04420,Infusion Pump,2016-03-18,9,CardioSync,Model-300,USA,14385.802954759482,21.953382218840996,5,2,3,battery wear caused operational delay; component upgrade initiated. data loss urgent inspection needed
MD04546,Infusion Pump,2017-10-01,8,ScanPro,Model-500,Canada,22452.16570590262,22.548463890218816,3,5,3,Component replacement after detecting sensor misalignment; functionality restored. reboot failed urgent inspection needed
MD05206,Infusion Pump,2018-07-14,7,UltraMed,Model-450,UK,14768.1553057381,2.570274809965768,2,2,2,System performance degraded due to voltage spike; mitigation via inspection. moderate delay device required inspection
MD00677,X-Ray Machine,2019-06-27,6,MedEquip,Model-100,UK,10894.32892901147,5.610765008942194,2,1,3,data lag caused operational delay; system reset initiated. data loss sensor replacement
MD00439,CT Scanner,2018-09-24,7,CardioSync,Model-650,Canada,8652.976433573001,3.450872799653009,3,2,2,System performance degraded due to circuit failure; mitigation via firmware update. component issue driver update applied
MD04100,X-Ray Machine,2014-01-23,11,ScanPro,Model-150,Italy,4346.914243201765,7.403268782089277,1,0,1,voltage spike caused operational delay; inspection initiated. quick fix routine reset
MD05476,PET Scanner,2022-07-12,3,CardioSync,Model-300,USA,6738.320684767814,6.524936451106564,1,1,2,voltage spike caused operational delay; component upgrade initiated. driver update moderate delay
MD01439,X-Ray Machine,2017-11-17,8,ImagingTech,Model-500,Japan,15254.094713213402,6.7502380098203325,5,4,3,Routine check completed; sensor misalignment observed during diagnostics. sensor replaced hardware fault
MD02601,Defibrillator,2019-05-18,6,ScanPro,Model-150,Italy,6093.986253077385,1.7227758376752824,1,3,1,overheating caused operational delay; system reset initiated. software reset system check passed
MD03696,Infusion Pump,2016-07-19,9,RescueTech,Model-450,Japan,3534.221394004111,6.104846884394486,4,2,1,Component inspection after detecting voltage spike; functionality restored. software reset system check passed
MD02850,MRI Scanner,2019-01-14,6,ImagingTech,Model-400,USA,6485.768290923148,8.161751654262492,3,0,1,Component inspection after detecting battery wear; functionality restored. software reset system check passed
MD03484,MRI Scanner,2022-08-26,3,ImagingTech,Model-350,Italy,19921.126416232037,22.02442426244317,1,2,3,System performance degraded due to battery wear; mitigation via inspection. critical failure emergency shutdown
MD01898,X-Ray Machine,2013-04-21,12,ImagingTech,Model-300,USA,4280.651090676113,4.279061272267369,4,3,2,System performance degraded due to sensor misalignment; mitigation via component upgrade. driver update average severity report
MD00703,PET Scanner,2016-08-28,9,UltraMed,Model-550,Italy,9440.011033120769,7.879891327524955,3,1,1,Routine check completed; circuit failure observed during diagnostics. log cleaned quick fix
MD00753,X-Ray Machine,2017-12-15,8,MedEquip,Model-250,France,9005.825546221511,14.199540790864525,1,2,3,Routine check completed; circuit failure observed during diagnostics. critical failure urgent inspection needed
MD03762,X-Ray Machine,2017-06-26,8,ScanPro,Model-650,USA,5799.16704479125,10.006318923274742,4,1,1,software crash caused operational delay; recalibration initiated. minor issue temporary glitch
MD01298,Defibrillator,2021-08-10,4,ScanPro,Model-250,Italy,10127.183983990282,11.338100567636491,2,0,2,System performance degraded due to overheating; mitigation via firmware update. moderate delay moderate delay
MD01550,X-Ray Machine,2018-12-24,7,RescueTech,Model-450,UK,11687.888922192766,12.91306841991734,2,1,3,overheating caused operational delay; component upgrade initiated. reboot failed high priority failure
MD00127,PET Scanner,2022-10-08,3,CardioSync,Model-450,Japan,5094.749778553389,6.82543322937571,2,4,1,System performance degraded due to software crash; mitigation via inspection. software reset system check passed
MD02551,PET Scanner,2014-01-14,11,RescueTech,Model-550,Japan,4969.45190248796,5.261087671124384,1,2,1,abnormal sound caused operational delay; component upgrade initiated. software reset system check passed
MD01482,Defibrillator,2022-01-28,3,ImagingTech,Model-150,USA,14977.516139094956,19.900252198139867,3,3,3,Routine check completed; battery wear observed during diagnostics. sensor replaced hardware fault
MD01939,CT Scanner,2013-11-12,12,CardioSync,Model-200,Japan,13717.14803841722,7.785276238418181,4,3,3,System performance degraded due to software crash; mitigation via recalibration. critical failure emergency shutdown
MD04314,Defibrillator,2022-02-02,3,CardioSync,Model-400,USA,5568.402479154332,4.013447455535872,1,2,1,Routine check completed; circuit failure observed during diagnostics. software reset low priority fault
MD03421,Defibrillator,2019-03-18,6,UltraMed,Model-600,USA,3647.797584577985,9.901695788334797,5,1,1,Routine check completed; voltage spike observed during diagnostics. quick fix routine reset
MD00536,Infusion Pump,2014-10-01,11,CardioSync,Model-100,USA,9915.169686768188,12.76724702087875,2,3,2,System performance degraded due to sensor misalignment; mitigation via inspection. moderate delay device required inspection
MD03145,Infusion Pump,2013-07-21,12,RescueTech,Model-550,Japan,9390.068228692671,19.21510705470462,1,2,3,Routine check completed; voltage spike observed during diagnostics. sensor replaced system crash
MD04113,CT Scanner,2022-08-09,3,MedEquip,Model-150,USA,6336.182890011545,8.589104320194386,2,0,1,circuit failure caused operational delay; system reset initiated. software reset quick fix
MD01078,Defibrillator,2019-04-02,6,CardioSync,Model-300,France,2188.607876064709,17.27418954543084,1,2,2,software crash caused operational delay; recalibration initiated. moderate delay component review
MD03864,MRI Scanner,2015-11-20,10,RescueTech,Model-250,Italy,3908.72314403076,8.736166903877287,1,1,1,Routine check completed; overheating observed during diagnostics. log cleaned stable condition
MD03980,PET Scanner,2023-03-11,2,ScanPro,Model-100,UK,11182.091329330611,12.56420479511678,1,4,2,System performance degraded due to data lag; mitigation via recalibration. driver update moderate delay
MD02013,Defibrillator,2018-03-23,7,CardioSync,Model-350,Japan,7306.201940262847,12.373893695448862,3,2,2,System performance degraded due to overheating; mitigation via system reset. component issue moderate delay
MD01812,CT Scanner,2020-06-15,5,RescueTech,Model-400,USA,16092.284941916376,17.755510052696216,5,1,3,sensor misalignment caused operational delay; firmware update initiated. sensor replaced system crash
MD04935,X-Ray Machine,2018-05-23,7,ScanPro,Model-250,UK,2571.8990347000667,3.0434633979713364,5,0,1,battery wear caused operational delay; firmware update initiated. log cleaned quick fix
MD00683,PET Scanner,2021-04-27,4,CardioSync,Model-500,France,3356.742190446366,8.766749373673123,1,2,1,Component recalibration after detecting data lag; functionality restored. minor issue minor issue
MD03412,MRI Scanner,2017-01-13,8,UltraMed,Model-400,Canada,2204.652524643962,3.212800478256432,1,3,1,Component inspection after detecting overheating; functionality restored. quick fix temporary glitch
MD04012,MRI Scanner,2021-11-28,4,UltraMed,Model-350,UK,2449.0499491435608,1.6771077176563984,1,2,1,Routine check completed; overheating observed during diagnostics. quick fix system check passed
MD02762,Defibrillator,2013-11-30,12,ScanPro,Model-300,UK,2279.9242720474062,5.759450915775237,5,2,1,System performance degraded due to software crash; mitigation via software patch. software reset low priority fault
MD04549,X-Ray Machine,2019-12-01,6,UltraMed,Model-150,Italy,16038.667084651506,5.396220725645166,1,2,3,voltage spike caused operational delay; inspection initiated. reboot failed sensor replacement
MD03772,PET Scanner,2022-11-21,3,CardioSync,Model-200,France,5051.309369631748,2.799079169236494,4,1,1,Component software patch after detecting software crash; functionality restored. minor issue log file cleared
MD00902,X-Ray Machine,2014-04-19,11,MedEquip,Model-200,USA,6698.324680500823,10.607440978236689,4,2,2,software crash caused operational delay; system reset initiated. driver update moderate delay
MD03347,MRI Scanner,2016-08-05,9,MedEquip,Model-250,Italy,5747.235867772772,33.264639854363324,4,3,3,Component component upgrade after detecting data lag; functionality restored. reboot failed high priority failure
MD02003,Infusion Pump,2020-07-21,5,RescueTech,Model-200,Japan,5349.122136290294,10.00702737840593,5,0,1,System performance degraded due to abnormal sound; mitigation via system reset. minor issue stable condition
MD02516,X-Ray Machine,2022-08-27,3,ImagingTech,Model-350,Japan,22516.460556634825,22.43020071692746,4,1,3,Routine check completed; battery wear observed during diagnostics. sensor replaced high priority failure
MD05322,Defibrillator,2017-04-30,8,ImagingTech,Model-150,France,7256.462200525849,6.410336335578923,5,2,1,Component recalibration after detecting overheating; functionality restored. software reset log file cleared
MD03259,MRI Scanner,2020-10-20,5,RescueTech,Model-150,Italy,13039.108891407062,8.159349950786192,5,5,3,System performance degraded due to data lag; mitigation via replacement. reboot failed system crash
MD00591,CT Scanner,2024-01-15,1,MedEquip,Model-550,France,9536.837716911075,2.983691790329412,2,1,2,battery wear caused operational delay; firmware update initiated. driver update component review
MD03808,X-Ray Machine,2023-06-25,2,UltraMed,Model-200,Canada,21677.130512891643,5.769019179329786,2,2,3,overheating caused operational delay; firmware update initiated. sensor replaced critical failure
MD01295,Defibrillator,2019-10-06,6,ScanPro,Model-550,Japan,7439.045530938032,11.68226354494473,2,3,2,Component inspection after detecting software crash; functionality restored. component issue driver update applied
MD03000,X-Ray Machine,2014-07-04,11,ImagingTech,Model-550,UK,11824.26259665114,27.95896698417337,1,4,3,System performance degraded due to software crash; mitigation via system reset. data loss critical malfunction
MD04232,Infusion Pump,2023-08-24,2,MedEquip,Model-100,France,9041.925763503265,14.098071564730464,2,3,2,sensor misalignment caused operational delay; recalibration initiated. component issue moderate delay
MD04301,MRI Scanner,2019-11-12,6,MedEquip,Model-350,Japan,14605.636318964249,14.659567896056272,4,0,2,Component replacement after detecting overheating; functionality restored. moderate delay non-critical warning
MD00669,Infusion Pump,2015-06-13,10,ImagingTech,Model-300,France,10746.499751995869,10.382522142281074,2,2,2,System performance degraded due to voltage spike; mitigation via component upgrade. moderate delay component review
MD03106,PET Scanner,2023-03-12,2,ImagingTech,Model-400,USA,11833.942397058818,9.205131653217885,4,4,2,Component inspection after detecting data lag; functionality restored. component issue driver update applied
MD04259,MRI Scanner,2023-02-23,2,MedEquip,Model-400,France,3557.570942907164,10.347395063805022,2,4,1,System performance degraded due to software crash; mitigation via component upgrade. quick fix log file cleared
MD00932,X-Ray Machine,2021-10-11,4,ImagingTech,Model-150,Japan,20142.26990338151,18.199593560774986,2,1,3,overheating caused operational delay; system reset initiated. reboot failed hardware fault
MD00274,MRI Scanner,2019-06-23,6,RescueTech,Model-350,Italy,13444.84775459004,10.576045514761022,1,0,3,data lag caused operational delay; replacement initiated. data loss urgent inspection needed
MD01558,Infusion Pump,2018-05-03,7,MedEquip,Model-200,UK,6528.07158897398,6.867794618089982,1,2,2,abnormal sound caused operational delay; system reset initiated. driver update average severity report
MD04871,Defibrillator,2021-10-29,4,UltraMed,Model-250,Japan,4933.304613993122,6.320254930116004,3,3,1,Component replacement after detecting voltage spike; functionality restored. log cleaned routine reset
MD05048,CT Scanner,2020-12-16,5,ScanPro,Model-400,USA,24227.144533097024,9.297811324622725,4,1,3,data lag caused operational delay; replacement initiated. sensor replaced system crash
MD05403,X-Ray Machine,2014-03-01,11,UltraMed,Model-100,France,4474.187470974925,10.143620693445882,4,3,1,Component software patch after detecting data lag; functionality restored. quick fix system check passed
MD04618,PET Scanner,2014-05-27,11,ScanPro,Model-450,Japan,8209.589706970688,19.24654465978218,4,2,3,Routine check completed; battery wear observed during diagnostics. sensor replaced hardware fault
MD01109,PET Scanner,2018-07-20,7,ScanPro,Model-550,France,16410.52278493771,29.008406457567062,5,2,3,System performance degraded due to abnormal sound; mitigation via inspection. sensor replaced hardware fault
MD04395,CT Scanner,2017-07-17,8,ImagingTech,Model-150,France,5973.121096172125,5.851048842705599,5,2,1,System performance degraded due to data lag; mitigation via firmware update. log cleaned quick fix
MD01935,X-Ray Machine,2022-05-11,3,UltraMed,Model-250,Japan,-575.8032179081304,5.383723911381849,2,3,1,data lag caused operational delay; replacement initiated. software reset log file cleared
MD00353,Defibrillator,2022-04-29,3,UltraMed,Model-400,Canada,4903.309207850763,12.249661855300849,4,4,2,System performance degraded due to overheating; mitigation via software patch. reviewed logs performance warning
MD04877,Defibrillator,2016-05-29,9,MedEquip,Model-650,UK,3822.680625496144,5.040432310464339,1,1,1,overheating caused operational delay; component upgrade initiated. log cleaned quick fix
